LST,Total,LP,Band8,Band9/10
0,9.6,4.8,0.0,0.0
1,7.5,3.8,0.0,0.0
2,7.5,3.8,0.0,0.0
3,8.3,4.1,0.0,0.0
4,11.0,5.5,0.0,0.0
5,13.5,6.7,0.0,0.0
6,15.9,8.0,0.0,0.0
7,18.3,9.1,0.1,0.0
8,18.4,9.2,0.4,0.1
9,18.1,9.1,0.8,0.3
10,17.8,8.9,1.0,0.4
11,18.0,9.0,1.2,0.6
12,18.0,9.0,1.4,0.7
13,18.0,9.0,1.6,0.9
14,17.8,8.9,0.9,0.3
15,18.0,9.0,1.0,0.4
16,18.0,9.0,1.0,0.4
17,18.0,9.0,1.1,0.4
18,17.8,8.9,1.2,0.4
19,17.1,8.6,1.2,0.4
20,14.5,7.2,1.0,0.4
21,12.8,6.4,0.8,0.3
22,12.8,6.4,0.5,0.2
23,11.7,5.9,0.1,0.0
